Customer ID,AverageAmount,TotalAmount,TimeDiff,R,F,M,Cluster
12346.0,-1.1008510638298987,-51.74000000000524,8.543478260869565,3.0,3.0,2.135,2
12608.0,25.986875,415.79,0.0,3.0,1.0,0.2603999999999999,1
12745.0,32.90227272727273,723.85,4.142857142857143,3.0,2.0,0.6798000000000001,3
12746.0,11.5425,230.85,10.63157894736842,3.0,2.333333333333333,0.7395,3
12747.0,34.1888326848249,8786.53,2.81640625,0.0333333333333333,3.0,3.0,2
12748.0,7.044930951666166,46933.33,0.0912775859480558,0.0,3.0,3.0,2
12749.0,15.90072864321608,6328.49,1.2896725440806045,0.1,3.0,3.0,2
12777.0,19.97884615384616,519.45,0.0,3.0,1.0,0.8321,1
12819.0,28.448421052631577,540.52,0.0,3.0,1.0,0.6335000000000001,1
12820.0,16.245030674846625,2647.94,4.481481481481482,0.0666666666666666,3.0,1.750025,0
12821.0,16.984615384615385,220.8,33.083333333333336,3.0,2.0,0.3128000000000001,3
12822.0,19.55276595744681,918.98,0.3478260869565217,1.6666666666666663,2.333333333333333,1.097025,0
12823.0,361.19444444444446,6501.5,35.1764705882353,1.7333333333333334,3.0,1.06075,0
12824.0,15.8848,397.12,0.0,1.4833333333333334,1.0,0.6339,1
12825.0,21.609583333333333,518.63,5.217391304347826,3.0,2.0,1.11935,3
12826.0,17.121543209876542,2773.69,4.422360248447205,0.0666666666666666,3.0,1.591225,0
12827.0,17.206000000000003,430.15,1.5833333333333333,0.1666666666666666,2.333333333333333,0.7170000000000001,0
12828.0,18.19125,1018.71,2.272727272727273,0.0666666666666666,3.0,1.1825999999999997,0
12829.0,17.267500000000002,345.35,11.894736842105264,3.0,2.6666666666666665,1.222825,3
12830.0,173.03589743589745,6748.4,3.4473684210526314,1.1166666666666667,3.0,1.0188,0
12831.0,20.505,451.11,9.523809523809524,3.0,2.333333333333333,0.6226999999999999,3
12832.0,14.186296296296296,383.03,2.5,1.0166666666666666,2.0,0.7908,0
12833.0,17.390833333333333,417.38,0.0,2.6,1.0,1.076475,1
12834.0,17.354444444444443,312.38,0.0,3.0,1.0,0.8809,1
12835.0,9.555504,5972.19,0.4775641025641026,3.0,3.0,3.0,2
12836.0,15.712240963855422,6520.58,1.6231884057971016,1.4666666666666668,3.0,3.0,2
12837.0,7.530227272727273,662.66,4.551724137931035,2.911111111111111,2.0,1.6609249999999998,3
12838.0,8.204055555555556,2953.46,1.5403899721448469,1.05,3.0,2.773,2
12839.0,16.88868794326241,9525.22,1.2735346358792186,0.0666666666666666,3.0,3.0,2
12840.0,22.176077348066297,4013.87,2.9166666666666665,2.588888888888889,3.0,1.7212999999999998,3
12841.0,10.25301204819277,6808.0,0.7481146304675717,0.1333333333333333,3.0,3.0,2
12842.0,39.958125,1917.99,14.191489361702128,1.6499999999999997,2.6666666666666665,1.204575,0
12843.0,27.809473684210527,6340.56,2.850220264317181,1.5833333333333337,3.0,2.876,2
12844.0,6.297087378640777,648.6,5.519607843137255,0.9333333333333332,2.6666666666666665,1.602575,0
12845.0,13.114444444444445,354.09,0.8461538461538461,3.0,2.6666666666666665,0.7534000000000001,3
12847.0,13.521008403361344,1609.0,3.093220338983051,0.7,2.0,1.148525,0
12848.0,13.0,208.0,0.0,3.0,1.0,0.6355,1
12849.0,21.12826388888889,3042.47,3.902097902097902,1.0,3.0,2.03564,2
12850.0,165.0,330.0,0.0,3.0,1.0,0.033,1
12851.0,3.6462337662337663,280.76,5.0,2.066666666666667,2.0,1.23365,3
12852.0,14.9875,299.75,0.2105263157894736,3.0,2.0,0.7090000000000001,3
12853.0,23.748407643312103,3728.5,3.5705128205128207,2.188888888888889,3.0,2.26858,2
12854.0,10.69859778597786,2899.32,2.3925925925925924,1.8,3.0,2.64732,2
12855.0,9.146865671641793,612.84,0.4242424242424242,3.0,2.6666666666666665,1.656875,3
12856.0,6.858375796178344,2153.53,0.1725239616613418,0.2333333333333333,3.0,2.61346,2
12857.0,30.19877049180328,3684.25,3.87603305785124,3.0,3.0,1.861625,3
