Customer ID,AverageAmount,TotalAmount,TimeDiff,R,F,M
12346.0,-1.1008510638298987,-51.74000000000524,8.543478260869565,3.0,3.0,2.135
12608.0,25.986875,415.79,0.0,3.0,1.0,0.26039999999999996
12745.0,32.90227272727273,723.85,4.142857142857143,3.0,2.0,0.6798000000000001
12746.0,11.5425,230.85000000000002,10.631578947368421,3.0,2.3333333333333335,0.7395
12747.0,34.1888326848249,8786.53,2.81640625,0.03333333333333333,3.0,3.0
12748.0,7.044930951666166,46933.33,0.09127758594805585,0.0,3.0,3.0
12749.0,15.90072864321608,6328.49,1.2896725440806045,0.1,3.0,3.0
12777.0,19.978846153846156,519.45,0.0,3.0,1.0,0.8321
12819.0,28.448421052631577,540.52,0.0,3.0,1.0,0.6335000000000001
12820.0,16.245030674846625,2647.94,4.481481481481482,0.06666666666666667,3.0,1.750025
12821.0,16.984615384615385,220.8,33.083333333333336,3.0,2.0,0.3128000000000001
12822.0,19.55276595744681,918.98,0.34782608695652173,1.6666666666666665,2.3333333333333335,1.097025
12823.0,361.19444444444446,6501.5,35.1764705882353,1.7333333333333334,3.0,1.06075
12824.0,15.8848,397.12,0.0,1.4833333333333334,1.0,0.6339
12825.0,21.609583333333333,518.63,5.217391304347826,3.0,2.0,1.11935
12826.0,17.121543209876542,2773.69,4.422360248447205,0.06666666666666667,3.0,1.5912250000000001
12827.0,17.206000000000003,430.15000000000003,1.5833333333333333,0.16666666666666663,2.3333333333333335,0.7170000000000001
12828.0,18.19125,1018.71,2.272727272727273,0.06666666666666667,3.0,1.1825999999999997
12829.0,17.267500000000002,345.35,11.894736842105264,3.0,2.6666666666666665,1.222825
12830.0,173.03589743589743,6748.4,3.4473684210526314,1.1166666666666667,3.0,1.0188
12831.0,20.505,451.11,9.523809523809524,3.0,2.3333333333333335,0.6226999999999999
12832.0,14.186296296296295,383.03,2.5,1.0166666666666666,2.0,0.7908
12833.0,17.390833333333333,417.38,0.0,2.6,1.0,1.076475
12834.0,17.354444444444443,312.38,0.0,3.0,1.0,0.8809
12835.0,9.555503999999999,5972.19,0.4775641025641026,3.0,3.0,3.0
12836.0,15.712240963855422,6520.58,1.6231884057971016,1.4666666666666668,3.0,3.0
12837.0,7.530227272727273,662.66,4.551724137931035,2.911111111111111,2.0,1.6609249999999998
12838.0,8.204055555555556,2953.46,1.5403899721448469,1.05,3.0,2.773
12839.0,16.88868794326241,9525.22,1.2735346358792186,0.06666666666666667,3.0,3.0
12840.0,22.176077348066297,4013.87,2.9166666666666665,2.588888888888889,3.0,1.7212999999999998
12841.0,10.25301204819277,6808.0,0.7481146304675717,0.13333333333333333,3.0,3.0
12842.0,39.958125,1917.99,14.191489361702128,1.6499999999999997,2.6666666666666665,1.204575
12843.0,27.809473684210527,6340.56,2.850220264317181,1.5833333333333335,3.0,2.876
12844.0,6.297087378640777,648.6,5.519607843137255,0.9333333333333333,2.6666666666666665,1.602575
12845.0,13.114444444444443,354.09,0.8461538461538461,3.0,2.6666666666666665,0.7534000000000001
12846.0,15.58,15.58,,3.0,1.0,0.1558
12847.0,13.521008403361344,1609.0,3.093220338983051,0.7,2.0,1.148525
12848.0,13.0,208.0,0.0,3.0,1.0,0.6355
12849.0,21.12826388888889,3042.47,3.902097902097902,1.0,3.0,2.03564
12850.0,165.0,330.0,0.0,3.0,1.0,0.033
12851.0,3.6462337662337663,280.76,5.0,2.066666666666667,2.0,1.23365
12852.0,14.9875,299.75,0.21052631578947367,3.0,2.0,0.7090000000000001
12853.0,23.748407643312103,3728.5,3.5705128205128207,2.188888888888889,3.0,2.26858
12854.0,10.69859778597786,2899.32,2.3925925925925924,1.8,3.0,2.6473199999999997
12855.0,9.146865671641791,612.84,0.42424242424242425,3.0,2.6666666666666665,1.6568749999999999
12856.0,6.858375796178344,2153.53,0.17252396166134185,0.23333333333333334,3.0,2.61346
12857.0,30.19877049180328,3684.25,3.87603305785124,3.0,3.0,1.861625
12858.0,3.186315789473684,121.08,8.054054054054054,3.0,2.0,1.11915
12859.0,27.385714285714286,575.1,0.0,3.0,1.0,0.5725
12860.0,3.38875,54.22,0.0,3.0,1.0,0.42119999999999996
12861.0,17.0625,68.25,0.0,3.0,1.0,0.24
12862.0,7.51618320610687,984.62,0.5307692307692308,3.0,2.0,1.70845
12863.0,56.6438775510204,2775.5499999999997,11.104166666666666,1.35,3.0,1.2587249999999999
12864.0,42.79571428571428,299.57,61.5,2.522222222222222,2.0,0.047299999999999995
12867.0,7.317648165569143,7778.66,0.6487758945386064,0.8333333333333334,3.0,3.0
12868.0,15.251940298507463,2043.76,1.5338345864661653,3.0,3.0,1.6260000000000001
12869.0,9.126216216216216,337.66999999999996,0.0,3.0,1.0,0.9532
12870.0,17.495263157894737,1662.05,2.734042553191489,3.0,2.6666666666666665,1.8460999999999999
12871.0,41.33444444444444,744.02,20.88235294117647,1.8833333333333333,2.3333333333333335,0.5056
12872.0,8.274772727272728,3276.81,1.0227848101265822,3.0,3.0,3.0
12873.0,57.92285714285714,2027.3,11.735294117647058,3.0,2.3333333333333335,1.050825
12875.0,169.62375,1356.99,79.0,2.5777777777777775,3.0,0.030100000000000002
12877.0,10.737737226277371,2942.14,2.4761904761904763,0.1,3.0,2.08646
12878.0,17.176326530612243,841.64,5.145833333333333,0.5666666666666667,2.3333333333333335,0.9803000000000001
12879.0,46.04749999999999,552.5699999999999,4.181818181818182,1.2333333333333334,2.6666666666666665,0.2422
12880.0,17.781388888888888,640.13,5.485714285714286,3.0,2.0,1.12105
12881.0,42.57142857142857,298.0,0.0,3.0,1.0,1.327
12882.0,112.54153846153847,1463.04,2.0,0.26666666666666666,2.0,0.8369
12883.0,16.749285714285715,703.47,1.5609756097560976,0.8,2.6666666666666665,1.372325
12884.0,44.15,309.05,0.0,1.95,1.0,1.029725
12885.0,16.087083333333332,1158.27,0.8450704225352113,1.5333333333333332,2.6666666666666665,1.43015
12886.0,15.7103488372093,1351.09,1.776470588235294,1.6166666666666667,2.3333333333333335,1.555175
12887.0,17.107692307692307,222.4,0.0,3.0,1.0,0.6165
12888.0,44.824285714285715,313.77,6.5,3.0,2.6666666666666665,0.41529999999999995
12889.0,13.542962962962964,365.66,4.576923076923077,3.0,3.0,1.093075
12890.0,5.229777777777778,706.02,2.708955223880597,0.7666666666666667,2.0,1.4097499999999998
12891.0,68.29166666666667,819.5,42.63636363636363,3.0,3.0,0.0464
12892.0,14.632222222222222,263.38,0.0,3.0,1.0,0.5958
12893.0,5.695161290322581,176.55,0.0,1.0,1.0,0.6853
12894.0,7.492857142857143,157.35,0.0,3.0,1.0,1.04575
12895.0,14.470833333333333,347.3,1.9130434782608696,1.1833333333333333,2.3333333333333335,0.794
12896.0,-29.75,-29.75,,3.0,1.0,0.059500000000000004
12897.0,36.732142857142854,514.25,26.0,3.0,2.6666666666666665,0.5285
12898.0,10.970740740740743,296.21000000000004,7.5,3.0,2.0,0.6412
12899.0,21.552941176470586,366.4,0.0,3.0,1.0,0.8614999999999999
12900.0,26.179230769230767,340.33,0.0,3.0,1.0,0.47019999999999995
12901.0,130.3448,16293.1,2.0,0.26666666666666666,3.0,1.222975
12902.0,13.868,138.68,0.0,3.0,1.0,0.5619
12903.0,20.33,833.53,0.0,3.0,1.0,0.9359000000000001
12904.0,6.986760563380281,496.06,2.2,0.5666666666666667,2.0,1.301075
