CustomerID,MeanQcut,AchatsTotaux
12346.0,9.173913043478262,-351.76000000000016
12347.0,4.845070422535211,46526.689999999995
12348.0,1.85,4443.2
12349.0,6.177570093457944,126375.26999999999
12351.0,4.523809523809524,6319.53
12352.0,5.5,3263.1000000000004
12353.0,4.5,6355.2
12355.0,4.545454545454546,10740.619999999999
12356.0,4.607142857142857,89171.43000000001
12357.0,5.757575757575758,1842568.3599999999
12358.0,6.189655172413793,52617.75
12359.0,6.892561983471074,62107.57000000001
12360.0,3.595505617977528,51462.53999999999
12361.0,5.842105263157895,2037.3
12362.0,10.0,130.0
12366.0,5.0,1500.72
12368.0,6.166666666666667,16518.600000000002
12369.0,4.10752688172043,99246.03
12370.0,6.314285714285714,15273.220000000001
12371.0,6.201923076923077,120352.36
12373.0,5.513513513513513,14398.3
12374.0,5.14,58738.19
12376.0,5.769230769230769,4899.25
12377.0,4.72,73357.84
12378.0,5.573170731707317,115431.40000000001
12379.0,5.219512195121951,15826.14
12380.0,5.853932584269663,232868.85
12382.0,10.0,-18.38
12385.0,6.303030303030303,125981.0
12386.0,5.0,2071.2
12387.0,3.3333333333333335,1295.46
12388.0,5.978260869565218,25178.72
12389.0,5.387755102040816,28969.6
12391.0,6.010695187165775,114964.06
12392.0,7.714285714285714,1643.25
12393.0,5.25,18599.649999999998
12395.0,4.775510204081633,72561.12000000001
12396.0,4.538461538461538,60542.95
12399.0,3.0980392156862746,14805.57
12400.0,6.181818181818182,2257.75
12402.0,5.7,12912.65
12403.0,8.5,2366.64
12404.0,10.0,63.24
12406.0,5.516129032258065,64318.76
12408.0,4.56140350877193,33358.189999999995
12409.0,4.867088607594937,931834.66
12410.0,5.714285714285714,4485.32
12411.0,6.2272727272727275,7631.799999999999
12412.0,4.1,35654.38
12413.0,9.384615384615385,3137.5499999999997
12414.0,3.473684210526316,130.0
12415.0,4.589622641509434,1847803.86
12416.0,4.090909090909091,2228.16
12417.0,6.639344262295082,61326.89
12418.0,5.3478260869565215,30068.91
12419.0,5.04,7358.700000000001
12421.0,4.9523809523809526,3726.3599999999997
12422.0,5.605839416058394,51509.28
12423.0,5.125,16419.96
12424.0,4.253731343283582,59852.01
12425.0,4.932203389830509,52789.15
12426.0,6.3076923076923075,35667.56
12427.0,6.7,3035.0
12429.0,5.324675324675325,74635.3
12431.0,6.3468208092485545,106147.09
12433.0,4.013937282229965,509790.15
12434.0,6.0,5945.8
12435.0,5.2894736842105265,141350.96
12437.0,4.769633507853404,273357.44
12439.0,6.52,73697.86
12440.0,6.257142857142857,14863.15
12441.0,5.545454545454546,1909.0500000000002
12443.0,5.9523809523809526,10191.51
12445.0,5.9523809523809526,6023.099999999999
12449.0,3.1,6197.400000000001
12450.0,4.78125,5204.87
12451.0,4.345911949685535,297474.41
12454.0,6.071428571428571,32985.43
12455.0,6.518248175182482,172954.69
12457.0,7.16,13684.509999999998
12458.0,4.630434782608695,19298.68
12459.0,5.478260869565218,10450.28
12460.0,6.222222222222222,5879.7
12466.0,10.0,56.73
12467.0,3.6666666666666665,0.0
12468.0,4.487804878048781,136694.96
12469.0,5.5394736842105265,93072.6
12470.0,5.826086956521739,4874.849999999999
12471.0,5.551499348109518,440812.31
12472.0,4.3936170212765955,625401.05
12474.0,4.88599348534202,157202.45
12475.0,5.6,10656.5
12476.0,6.263333333333334,317686.24
12477.0,6.628787878787879,611641.26
12480.0,5.428571428571429,67114.66
12481.0,4.943502824858757,309208.73
12482.0,3.5458937198067635,225953.95
12483.0,6.08955223880597,19132.64
12484.0,5.007462686567164,82862.59
12485.0,4.529411764705882,24075.4
12486.0,6.244897959183674,50826.72
12487.0,4.0,545.1
12490.0,4.848623853211009,97149.64
12492.0,4.7272727272727275,9944.0
12494.0,6.105263157894737,9492.300000000001
12495.0,6.947368421052632,6007.799999999999
12496.0,4.923076923076923,635.33
12497.0,3.9318181818181817,124397.81
12499.0,4.037037037037037,10630.44
12500.0,6.285714285714286,18174.3
12503.0,7.0,2252.0
12504.0,3.6363636363636362,1619.4
12505.0,6.369565217391305,39947.6
12507.0,4.571428571428571,15099.0
12510.0,5.421487603305785,81987.58
12511.0,5.695876288659794,585890.8
12514.0,3.696969696969697,19142.640000000003
12516.0,3.375,32119.800000000003
12519.0,5.625,8422.699999999999
12523.0,5.903225806451613,42118.54
12524.0,5.551020408163265,88354.12
12525.0,6.0,24117.489999999998
12527.0,3.7857142857142856,4008.4
12529.0,5.565217391304348,6636.68
12530.0,4.425531914893617,39484.72
12531.0,4.637931034482759,198672.9
12533.0,5.344444444444444,51735.19
12537.0,4.348837209302325,31516.420000000002
12538.0,6.076923076923077,3594.5
12539.0,5.4978354978354975,544872.57
12540.0,5.108843537414966,217082.13
12542.0,4.533333333333333,10517.51
12543.0,4.232558139534884,42150.75
12547.0,2.923076923076923,2285.14
12549.0,3.938775510204082,20019.38
12553.0,6.229166666666667,21756.41
12554.0,5.769230769230769,12181.0
12555.0,10.0,129.23
12557.0,5.32,48299.32
12562.0,5.461538461538462,22944.42
12563.0,4.923076923076923,3240.12
12567.0,6.148717948717949,166663.5
12568.0,5.2,350.0
12570.0,10.0,77.52
12573.0,4.9010989010989015,11917.99
12575.0,5.605263157894737,12076.7
12576.0,4.827586206896552,15531.86
12577.0,4.083870967741936,41266.0
12578.0,4.967213114754099,55261.51
12580.0,5.147058823529412,21664.800000000003
12582.0,5.962962962962963,62060.87
12583.0,4.918181818181818,132123.76
12586.0,7.190476190476191,54385.090000000004
12588.0,5.657894736842105,12341.34
12589.0,5.27683615819209,91296.71
12590.0,8.0,-7.9
12591.0,5.651162790697675,27535.45
12592.0,3.0,43616.22
12594.0,5.301204819277109,32967.88
12595.0,4.842105263157895,5681.379999999999
12598.0,4.794871794871795,53354.229999999996
12599.0,3.084507042253521,20691.82
12600.0,7.533333333333333,17280.89
12601.0,7.0,625.2
12605.0,3.962025316455696,32308.2
12606.0,10.0,21.0
12608.0,3.875,6652.64
12609.0,6.293103448275862,45790.28
12613.0,5.385869565217392,148686.54
12615.0,5.254335260115607,173293.38
12616.0,5.6521739130434785,9161.9
12619.0,4.0,1401.3999999999999
12621.0,5.272435897435898,233797.4
12623.0,5.2974683544303796,130518.4
12625.0,4.092783505154639,126019.04999999999
12629.0,3.8444444444444446,35433.7
12631.0,5.490322580645161,111200.12999999999
12632.0,3.6842105263157894,14020.44
12633.0,5.142857142857143,344557.33999999997
12634.0,3.55,6970.0
12635.0,4.743589743589744,50622.270000000004
12636.0,10.0,141.0
12637.0,4.820408163265306,132288.57
12638.0,4.666666666666667,2248.2000000000003
12639.0,5.238095238095238,19266.33
12643.0,4.78125,38057.6
12644.0,6.076086956521739,46454.5
12645.0,4.50561797752809,38297.13
12647.0,5.95067264573991,315434.60000000003
12648.0,6.177777777777778,15526.5
12649.0,4.0989010989010985,35174.74
12651.0,4.434782608695652,1888.75
12652.0,8.333333333333334,291.15
12653.0,5.348837209302325,83892.14
12655.0,7.625,4181.6
12656.0,5.617886178861789,102069.56999999999
